review_id,enrollment_id,rating,review_text,review_date
852,1890,4,"Sangat puas, worth it banget!",2026-07-04
853,1891,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-30
854,1892,2,Kontennya sudah agak outdated.,2026-03-04
855,1895,4,"Instrukturnya kompeten, penjelasan step by step.",2025-06-04
856,1897,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-11-19
857,1899,5,"Instrukturnya kompeten, penjelasan step by step.",2025-11-26
858,1902,4,"Kursus bagus, cocok untuk pemula.",2026-05-02
859,1903,4,"Kursus bagus, cocok untuk pemula.",2026-05-10
860,1904,5,"Instrukturnya kompeten, penjelasan step by step.",2026-04-09
861,1906,4,"Instrukturnya kompeten, penjelasan step by step.",2026-07-31
862,1907,4,"Kursus bagus, cocok untuk pemula.",2026-03-19
863,1908,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-07
864,1909,5,"Kursus bagus, cocok untuk pemula.",2026-05-19
865,1914,5,"Kursus bagus, cocok untuk pemula.",2026-05-17
866,1918,4,"Sangat puas, worth it banget!",2026-06-10
867,1922,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-04-09
868,1924,4,"Kursus bagus, cocok untuk pemula.",2026-07-12
869,1925,5,"Kursus bagus, cocok untuk pemula.",2026-05-03
870,1927,3,"Standar saja, sesuai ekspektasi.",2026-05-08
871,1930,5,"Instrukturnya kompeten, penjelasan step by step.",2026-08-29
872,1931,5,"Kursus bagus, cocok untuk pemula.",2025-11-20
873,1933,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-17
874,1934,5,"Sangat puas, worth it banget!",2026-01-27
875,1937,3,Lumayan membantu untuk basic knowledge.,2026-07-27
876,1942,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-18
877,1944,5,"Kursus bagus, cocok untuk pemula.",2026-06-25
878,1947,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-22
879,1951,3,"Standar saja, sesuai ekspektasi.",2026-06-19
880,1953,5,"Kursus bagus, cocok untuk pemula.",2024-05-09
881,1954,5,"Sangat puas, worth it banget!",2025-03-24
882,1955,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-01-23
883,1957,2,"Kurang studi kasus, terlalu teori.",2025-11-22
884,1958,4,"Kursus bagus, cocok untuk pemula.",2026-05-19
885,1960,5,"Kursus bagus, cocok untuk pemula.",2026-01-05
886,1961,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-06-28
887,1962,4,"Instrukturnya kompeten, penjelasan step by step.",2026-09-25
888,1963,3,Lumayan membantu untuk basic knowledge.,2026-04-05
889,1964,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-10
890,1965,5,"Sangat puas, worth it banget!",2026-08-01
891,1966,2,Audio dan video kurang jelas di beberapa modul.,2025-11-16
892,1967,3,Lumayan membantu untuk basic knowledge.,2026-08-09
893,1969,5,"Kursus bagus, cocok untuk pemula.",2026-06-05
894,1970,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-13
895,1972,5,"Sangat puas, worth it banget!",2026-04-01
896,1973,5,"Instrukturnya kompeten, penjelasan step by step.",2025-12-24
897,1974,5,"Sangat puas, worth it banget!",2026-04-21
898,1983,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-07-18
899,1986,2,"Materinya terlalu cepat, sulit diikuti.",2026-06-22
900,1989,3,"Cukup baik, tapi bisa lebih baik lagi.",2025-08-17
901,1991,5,"Kursus bagus, cocok untuk pemula.",2026-04-10
902,1992,3,"Standar saja, sesuai ekspektasi.",2025-05-20
903,1994,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-09-01
904,1997,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-09-21
905,1999,5,"Kursus bagus, cocok untuk pemula.",2024-07-11
906,2006,2,Kontennya sudah agak outdated.,2026-07-24
907,2010,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-05-20
908,2011,3,"Standar saja, sesuai ekspektasi.",2025-11-27
909,2012,2,"Kurang studi kasus, terlalu teori.",2025-11-14
910,2017,5,"Instrukturnya kompeten, penjelasan step by step.",2026-06-29
911,2018,3,Lumayan membantu untuk basic knowledge.,2026-04-03
912,2019,3,"Standar saja, sesuai ekspektasi.",2026-09-27
913,2020,3,Lumayan membantu untuk basic knowledge.,2026-07-17
914,2021,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-02-28
915,2023,3,"Standar saja, sesuai ekspektasi.",2026-03-14
916,2026,3,Lumayan membantu untuk basic knowledge.,2026-01-13
917,2028,1,"Materinya terlalu cepat, sulit diikuti.",2025-02-20
918,2030,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2024-09-23
919,2032,4,"Kursus bagus, cocok untuk pemula.",2026-07-18
920,2033,5,"Sangat puas, worth it banget!",2026-08-12
921,2035,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-01
922,2038,5,"Sangat puas, worth it banget!",2026-08-26
923,2040,4,"Instrukturnya kompeten, penjelasan step by step.",2026-09-02
924,2041,5,"Sangat puas, worth it banget!",2025-09-14
925,2042,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-05-02
926,2046,5,"Instrukturnya kompeten, penjelasan step by step.",2026-07-10
927,2047,1,"Materinya terlalu cepat, sulit diikuti.",2026-02-13
928,2056,5,"Kursus bagus, cocok untuk pemula.",2025-08-13
929,2057,5,"Sangat puas, worth it banget!",2024-06-05
930,2059,5,"Sangat puas, worth it banget!",2026-01-03
931,2063,5,"Sangat puas, worth it banget!",2026-09-11
932,2066,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-07-23
933,2067,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-08
934,2070,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-10-25
935,2071,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-08-22
936,2072,5,"Kursus bagus, cocok untuk pemula.",2023-11-16
937,2077,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-10-29
938,2078,4,"Kursus bagus, cocok untuk pemula.",2026-06-16
939,2079,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-07-11
940,2081,3,"Standar saja, sesuai ekspektasi.",2026-09-15
941,2085,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-05
942,2087,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-01-30
943,2088,5,"Sangat puas, worth it banget!",2026-06-26
944,2090,4,Konten up to date dan relevan dengan kebutuhan kerja.,2024-05-17
945,2091,5,"Instrukturnya kompeten, penjelasan step by step.",2025-07-03
946,2092,4,"Sangat puas, worth it banget!",2025-08-03
947,2094,4,"Sangat puas, worth it banget!",2026-03-24
948,2096,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-09-14
949,2097,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-06-24
950,2099,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-04-14
951,2100,4,"Kursus bagus, cocok untuk pemula.",2026-02-15
952,2102,5,"Sangat puas, worth it banget!",2026-08-15
953,2104,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-02-26
954,2105,4,"Sangat puas, worth it banget!",2025-11-12
955,2109,3,"Standar saja, sesuai ekspektasi.",2026-07-25
956,2111,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-29
957,2115,5,"Sangat puas, worth it banget!",2026-08-20
958,2117,3,Lumayan membantu untuk basic knowledge.,2026-06-12
959,2121,4,"Sangat puas, worth it banget!",2026-03-05
960,2123,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-02-12
961,2125,3,Lumayan membantu untuk basic knowledge.,2026-05-13
962,2126,5,"Instrukturnya kompeten, penjelasan step by step.",2025-07-07
963,2128,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-03-03
964,2133,5,"Instrukturnya kompeten, penjelasan step by step.",2026-09-25
965,2134,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-01-11
966,2139,5,"Kursus bagus, cocok untuk pemula.",2025-10-20
967,2140,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-09-11
968,2141,5,"Sangat puas, worth it banget!",2026-01-11
969,2142,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-05-09
970,2143,5,"Kursus bagus, cocok untuk pemula.",2025-11-28
971,2144,2,Audio dan video kurang jelas di beberapa modul.,2026-03-11
972,2147,4,"Instrukturnya kompeten, penjelasan step by step.",2026-04-06
973,2148,2,"Materinya terlalu cepat, sulit diikuti.",2026-04-04
974,2150,5,"Kursus bagus, cocok untuk pemula.",2026-09-15
975,2153,4,"Sangat puas, worth it banget!",2026-03-18
976,2155,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-06-11
977,2156,5,"Kursus bagus, cocok untuk pemula.",2026-06-13
978,2159,5,"Kursus bagus, cocok untuk pemula.",2026-05-31
979,2161,4,"Sangat puas, worth it banget!",2026-08-15
980,2163,2,"Materinya terlalu cepat, sulit diikuti.",2026-04-01
981,2168,3,"Cukup baik, tapi bisa lebih baik lagi.",2024-11-08
982,2170,5,"Instrukturnya kompeten, penjelasan step by step.",2026-03-08
983,2171,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-10-01
984,2172,5,"Kursus bagus, cocok untuk pemula.",2026-04-16
985,2174,5,"Kursus bagus, cocok untuk pemula.",2026-08-25
986,2175,5,"Instrukturnya kompeten, penjelasan step by step.",2025-01-21
987,2177,5,"Instrukturnya kompeten, penjelasan step by step.",2026-02-20
988,2185,4,"Instrukturnya kompeten, penjelasan step by step.",2025-11-26
989,2187,4,"Instrukturnya kompeten, penjelasan step by step.",2025-03-06
990,2189,3,"Standar saja, sesuai ekspektasi.",2026-05-15
991,2190,4,"Sangat puas, worth it banget!",2026-03-22
992,2193,4,"Sangat puas, worth it banget!",2026-01-20
993,2195,3,"Cukup baik, tapi bisa lebih baik lagi.",2025-10-09
994,2196,4,"Instrukturnya kompeten, penjelasan step by step.",2025-04-22
995,2197,4,"Kursus bagus, cocok untuk pemula.",2026-04-13
996,2200,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-10-02
997,2203,5,"Sangat puas, worth it banget!",2025-01-29
998,2205,4,"Sangat puas, worth it banget!",2026-08-21
999,2208,4,"Kursus bagus, cocok untuk pemula.",2025-10-20
1000,2210,5,"Sangat puas, worth it banget!",2026-03-29
1001,2211,5,"Kursus bagus, cocok untuk pemula.",2026-05-21
1002,2214,5,"Kursus bagus, cocok untuk pemula.",2026-08-19
1003,2216,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-09-18
1004,2217,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-01-29
1005,2218,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-06
1006,2219,5,Konten up to date dan relevan dengan kebutuhan kerja.,2024-11-12
1007,2221,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-03-28
1008,2222,5,"Sangat puas, worth it banget!",2026-03-20
1009,2223,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-01-15
1010,2226,5,"Kursus bagus, cocok untuk pemula.",2026-02-10
1011,2228,4,"Sangat puas, worth it banget!",2026-06-24
1012,2230,3,"Standar saja, sesuai ekspektasi.",2026-06-08
1013,2232,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-16
1014,2233,2,"Materinya terlalu cepat, sulit diikuti.",2025-06-28
1015,2234,4,"Kursus bagus, cocok untuk pemula.",2026-08-08
1016,2236,4,"Sangat puas, worth it banget!",2025-09-23
1017,2237,5,"Kursus bagus, cocok untuk pemula.",2025-08-19
1018,2238,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-08-18
1019,2243,3,Lumayan membantu untuk basic knowledge.,2026-07-20
1020,2244,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-05-22
1021,2248,2,"Kurang studi kasus, terlalu teori.",2026-08-11
1022,2249,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-02-03
1023,2250,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-09-04
1024,2252,2,Audio dan video kurang jelas di beberapa modul.,2026-04-28
1025,2255,4,"Sangat puas, worth it banget!",2025-09-05
1026,2257,3,"Cukup baik, tapi bisa lebih baik lagi.",2025-06-10
1027,2258,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-07-12
1028,2261,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-07-09
1029,2262,3,Lumayan membantu untuk basic knowledge.,2026-05-25
1030,2266,4,"Sangat puas, worth it banget!",2026-07-26
1031,2267,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-05-19
1032,2270,5,"Sangat puas, worth it banget!",2024-10-21
1033,2271,4,"Kursus bagus, cocok untuk pemula.",2026-06-16
1034,2272,3,"Standar saja, sesuai ekspektasi.",2026-08-10
1035,2275,4,"Sangat puas, worth it banget!",2025-12-14
1036,2277,5,"Kursus bagus, cocok untuk pemula.",2026-05-22
1037,2279,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-09
1038,2284,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-23
1039,2287,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-07-24
1040,2288,5,"Sangat puas, worth it banget!",2026-05-11
1041,2289,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-26
1042,2290,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-05-20
1043,2295,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-11-22
1044,2296,5,"Kursus bagus, cocok untuk pemula.",2026-04-07
1045,2297,5,"Sangat puas, worth it banget!",2025-08-13
1046,2298,1,Modul terlalu panjang dan membosankan.,2026-02-26
1047,2300,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-03-18
1048,2303,4,"Sangat puas, worth it banget!",2026-08-17
1049,2309,3,"Standar saja, sesuai ekspektasi.",2026-06-03
1050,2310,5,"Sangat puas, worth it banget!",2025-11-21
1051,2311,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-09-24
1052,2313,5,"Sangat puas, worth it banget!",2025-07-04
1053,2315,5,"Sangat puas, worth it banget!",2026-05-04
1054,2316,5,"Kursus bagus, cocok untuk pemula.",2025-11-28
1055,2319,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-10-08
1056,2320,4,"Kursus bagus, cocok untuk pemula.",2026-03-26
1057,2322,5,"Sangat puas, worth it banget!",2025-10-11
1058,2325,5,"Sangat puas, worth it banget!",2026-01-29
1059,2327,5,"Instrukturnya kompeten, penjelasan step by step.",2026-07-25
1060,2329,4,"Kursus bagus, cocok untuk pemula.",2026-04-22
1061,2336,5,"Kursus bagus, cocok untuk pemula.",2025-08-15
1062,2337,4,"Sangat puas, worth it banget!",2024-08-17
1063,2340,5,"Sangat puas, worth it banget!",2025-03-10
1064,2342,5,"Kursus bagus, cocok untuk pemula.",2024-03-14
1065,2343,5,"Kursus bagus, cocok untuk pemula.",2026-09-14
1066,2348,5,"Instrukturnya kompeten, penjelasan step by step.",2026-09-26
1067,2349,3,"Standar saja, sesuai ekspektasi.",2026-10-08
1068,2351,5,"Kursus bagus, cocok untuk pemula.",2026-02-25
1069,2352,2,Kontennya sudah agak outdated.,2025-10-20
1070,2356,3,"Standar saja, sesuai ekspektasi.",2026-05-06
1071,2360,4,"Kursus bagus, cocok untuk pemula.",2026-06-26
1072,2364,3,Lumayan membantu untuk basic knowledge.,2025-01-23
1073,2368,3,"Standar saja, sesuai ekspektasi.",2026-08-06
1074,2371,3,Lumayan membantu untuk basic knowledge.,2026-06-01
1075,2376,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-07-13
1076,2379,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-05-06
1077,2387,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-08-26
1078,2390,5,"Sangat puas, worth it banget!",2025-10-15
1079,2392,1,"Kurang studi kasus, terlalu teori.",2026-07-28
1080,2393,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-02-08
1081,2394,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-07-20
1082,2395,5,"Kursus bagus, cocok untuk pemula.",2025-12-22
1083,2397,4,"Sangat puas, worth it banget!",2026-05-19
1084,2398,4,"Instrukturnya kompeten, penjelasan step by step.",2025-09-06
1085,2399,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-08-08
1086,2400,3,Lumayan membantu untuk basic knowledge.,2025-08-05
1087,2403,4,"Kursus bagus, cocok untuk pemula.",2026-05-18
1088,2404,5,"Kursus bagus, cocok untuk pemula.",2026-02-25
1089,2406,4,"Kursus bagus, cocok untuk pemula.",2026-08-26
1090,2407,3,Lumayan membantu untuk basic knowledge.,2026-09-22
1091,2410,5,"Instrukturnya kompeten, penjelasan step by step.",2025-11-09
1092,2411,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-23
1093,2412,4,"Instrukturnya kompeten, penjelasan step by step.",2026-07-20
1094,2413,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-04-20
1095,2416,3,"Standar saja, sesuai ekspektasi.",2026-07-30
1096,2418,4,"Kursus bagus, cocok untuk pemula.",2026-08-28
1097,2419,5,"Sangat puas, worth it banget!",2026-06-14
1098,2420,5,"Instrukturnya kompeten, penjelasan step by step.",2026-05-29
1099,2422,5,"Sangat puas, worth it banget!",2026-07-18
1100,2424,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-03-17
1101,2425,5,"Instrukturnya kompeten, penjelasan step by step.",2025-02-27
1102,2426,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-10-23
1103,2431,5,"Kursus bagus, cocok untuk pemula.",2026-01-25
1104,2439,4,"Kursus bagus, cocok untuk pemula.",2026-03-15
1105,2440,5,"Sangat puas, worth it banget!",2024-08-06
1106,2441,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-29
1107,2442,5,"Instrukturnya kompeten, penjelasan step by step.",2025-09-17
1108,2447,4,"Instrukturnya kompeten, penjelasan step by step.",2026-03-02
1109,2449,3,"Standar saja, sesuai ekspektasi.",2026-05-29
1110,2450,5,"Sangat puas, worth it banget!",2026-07-04
1111,2452,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-07-13
1112,2458,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-08-11
1113,2462,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-28
1114,2463,5,"Sangat puas, worth it banget!",2026-05-27
1115,2464,2,"Kurang studi kasus, terlalu teori.",2025-03-10
1116,2466,3,"Cukup baik, tapi bisa lebih baik lagi.",2025-02-06
1117,2467,5,"Kursus bagus, cocok untuk pemula.",2026-08-11
1118,2469,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-09
1119,2471,5,"Instrukturnya kompeten, penjelasan step by step.",2026-07-26
1120,2473,4,"Kursus bagus, cocok untuk pemula.",2026-06-23
1121,2476,4,"Instrukturnya kompeten, penjelasan step by step.",2026-08-24
1122,2478,5,"Kursus bagus, cocok untuk pemula.",2026-06-14
1123,2480,3,"Cukup baik, tapi bisa lebih baik lagi.",2025-08-11
1124,2481,2,Kontennya sudah agak outdated.,2026-05-29
1125,2482,4,"Kursus bagus, cocok untuk pemula.",2026-07-25
1126,2484,5,"Kursus bagus, cocok untuk pemula.",2026-08-25
1127,2488,5,"Instrukturnya kompeten, penjelasan step by step.",2025-09-23
1128,2490,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-02-21
1129,2496,4,"Instrukturnya kompeten, penjelasan step by step.",2025-08-23
1130,2500,3,"Standar saja, sesuai ekspektasi.",2025-08-15
1131,2505,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-05-19
1132,2508,5,"Instrukturnya kompeten, penjelasan step by step.",2026-08-04
1133,2513,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-05-30
1134,2514,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-11-19
1135,2515,5,"Kursus bagus, cocok untuk pemula.",2026-09-28
1136,2516,4,"Sangat puas, worth it banget!",2025-04-19
1137,2517,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-04-10
1138,2520,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-06
1139,2525,3,"Standar saja, sesuai ekspektasi.",2026-02-04
1140,2526,4,"Instrukturnya kompeten, penjelasan step by step.",2026-07-20
1141,2528,4,"Sangat puas, worth it banget!",2025-02-27
1142,2531,4,"Sangat puas, worth it banget!",2026-08-12
1143,2535,3,"Standar saja, sesuai ekspektasi.",2025-08-01
1144,2538,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-08-26
1145,2539,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-08-30
1146,2541,1,"Materinya terlalu cepat, sulit diikuti.",2026-07-30
1147,2542,4,"Instrukturnya kompeten, penjelasan step by step.",2025-12-17
1148,2543,5,"Sangat puas, worth it banget!",2025-03-04
1149,2547,3,"Cukup baik, tapi bisa lebih baik lagi.",2025-06-06
1150,2551,4,"Sangat puas, worth it banget!",2026-04-02
1151,2552,2,Audio dan video kurang jelas di beberapa modul.,2026-06-26
1152,2554,5,"Sangat puas, worth it banget!",2026-01-23
1153,2555,4,"Instrukturnya kompeten, penjelasan step by step.",2025-05-02
1154,2556,4,"Sangat puas, worth it banget!",2026-02-24
1155,2557,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-04-29
1156,2558,3,Lumayan membantu untuk basic knowledge.,2026-04-01
1157,2560,3,Lumayan membantu untuk basic knowledge.,2026-07-29
1158,2563,5,"Kursus bagus, cocok untuk pemula.",2026-07-28
1159,2564,2,Kontennya sudah agak outdated.,2026-08-12
1160,2565,5,"Instrukturnya kompeten, penjelasan step by step.",2026-08-03
1161,2570,4,"Kursus bagus, cocok untuk pemula.",2026-08-30
1162,2571,4,"Sangat puas, worth it banget!",2025-11-20
1163,2575,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-08-12
1164,2576,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-10-01
1165,2578,5,"Instrukturnya kompeten, penjelasan step by step.",2026-07-24
1166,2579,3,"Standar saja, sesuai ekspektasi.",2026-05-06
1167,2581,2,Modul terlalu panjang dan membosankan.,2025-10-16
1168,2582,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-02-25
1169,2583,4,"Instrukturnya kompeten, penjelasan step by step.",2025-12-10
1170,2584,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-07-27
1171,2588,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-12
1172,2589,4,"Kursus bagus, cocok untuk pemula.",2026-08-20
1173,2591,3,"Standar saja, sesuai ekspektasi.",2024-05-27
1174,2592,5,"Instrukturnya kompeten, penjelasan step by step.",2026-03-03
1175,2595,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-08-04
1176,2596,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-10-15
1177,2598,1,"Kurang studi kasus, terlalu teori.",2025-11-12
1178,2602,1,Kontennya sudah agak outdated.,2026-02-18
1179,2606,3,"Standar saja, sesuai ekspektasi.",2025-07-16
1180,2607,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-08-24
1181,2608,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-16
1182,2609,1,"Materinya terlalu cepat, sulit diikuti.",2025-05-07
1183,2610,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-03-15
1184,2611,5,"Sangat puas, worth it banget!",2025-12-06
1185,2612,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-12-21
1186,2613,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-02-23
1187,2616,4,"Sangat puas, worth it banget!",2026-09-03
1188,2617,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-08-25
1189,2619,5,"Instrukturnya kompeten, penjelasan step by step.",2026-05-25
1190,2620,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-11-03
1191,2625,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-07-17
1192,2626,5,"Instrukturnya kompeten, penjelasan step by step.",2026-05-15
1193,2628,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2024-02-20
1194,2629,4,"Sangat puas, worth it banget!",2026-10-09
1195,2631,3,"Standar saja, sesuai ekspektasi.",2026-06-20
1196,2632,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-02-16
1197,2636,5,"Sangat puas, worth it banget!",2026-04-19
1198,2638,5,"Sangat puas, worth it banget!",2026-08-27
1199,2639,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-09
1200,2642,5,"Sangat puas, worth it banget!",2026-07-25
1201,2643,5,"Instrukturnya kompeten, penjelasan step by step.",2026-07-23
1202,2646,5,"Kursus bagus, cocok untuk pemula.",2026-06-26
1203,2647,3,Lumayan membantu untuk basic knowledge.,2026-07-06
1204,2652,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-01-08
1205,2654,4,"Instrukturnya kompeten, penjelasan step by step.",2026-07-28
1206,2656,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-12-09
1207,2657,4,"Sangat puas, worth it banget!",2026-06-14
1208,2661,4,"Instrukturnya kompeten, penjelasan step by step.",2025-12-25
1209,2663,5,"Kursus bagus, cocok untuk pemula.",2025-10-24
1210,2664,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-28
1211,2667,5,"Instrukturnya kompeten, penjelasan step by step.",2025-11-08
1212,2668,4,"Instrukturnya kompeten, penjelasan step by step.",2026-05-10
1213,2671,5,"Kursus bagus, cocok untuk pemula.",2026-09-11
1214,2673,2,Kontennya sudah agak outdated.,2026-06-06
1215,2674,4,"Kursus bagus, cocok untuk pemula.",2025-08-05
1216,2676,5,"Kursus bagus, cocok untuk pemula.",2026-01-26
1217,2680,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-02-27
1218,2683,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-27
1219,2684,4,"Instrukturnya kompeten, penjelasan step by step.",2026-04-11
1220,2686,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-04-18
1221,2688,5,"Kursus bagus, cocok untuk pemula.",2026-07-02
1222,2689,5,"Kursus bagus, cocok untuk pemula.",2026-05-24
1223,2691,5,"Instrukturnya kompeten, penjelasan step by step.",2026-08-20
1224,2692,4,"Kursus bagus, cocok untuk pemula.",2025-11-27
1225,2695,5,"Sangat puas, worth it banget!",2026-08-30
1226,2700,4,"Sangat puas, worth it banget!",2026-05-31
1227,2702,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-18
1228,2704,5,"Kursus bagus, cocok untuk pemula.",2025-08-02
1229,2705,5,"Sangat puas, worth it banget!",2026-01-15
1230,2708,3,Lumayan membantu untuk basic knowledge.,2026-04-07
1231,2709,5,"Instrukturnya kompeten, penjelasan step by step.",2026-09-19
1232,2710,4,"Sangat puas, worth it banget!",2026-06-15
1233,2713,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-12
1234,2715,5,"Instrukturnya kompeten, penjelasan step by step.",2026-04-05
1235,2716,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-09-23
1236,2717,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-08-16
1237,2722,4,"Kursus bagus, cocok untuk pemula.",2026-09-14
1238,2723,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-05-28
1239,2726,5,"Sangat puas, worth it banget!",2026-05-02
1240,2727,5,"Kursus bagus, cocok untuk pemula.",2026-08-20
1241,2731,3,Lumayan membantu untuk basic knowledge.,2025-07-12
1242,2734,3,Lumayan membantu untuk basic knowledge.,2026-03-23
1243,2735,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-02-12
